firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,subBusinessLine,competency,subCompetency
Jelene,Shane,Cancellor,44-6406304,,scancellorhq@wunderground.com,Female,23,9,Clinical Solutions Wholesale,PDAT,Joined,FY20 P2,Forensic,PROD STAFF,MS&P CIS,AFES
Richardo,Cleve,Conner,79-0789533,,cconnerhr@state.tx.us,Male,19,24,Carilion Materials Management,Internal Mobility,Joined,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Justen,Gerik,Pudsey,44-0241529,,gpudseyhs@umich.edu,Male,18,11,Lake Erie Medical DBA Quality Care Products LLC,PDAT,Placed on Hold,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Lucien,Reginauld,Maundrell,18-5042625,,rmaundrellht@prlog.org,Male,12,12,Lake Erie Medical DBA Quality Care Products LLC,CTH to FTE,Current Orderboard,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Matelda,Barnett,Pilsworth,91-6662248,,bpilsworthhu@delicious.com,Female,6,12,"TONYMOLY CO., LTD.",Vendor,Offer Accepted,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Byron,Kort,Attaway,14-5631554,,kattawayhv@livejournal.com,Male,8,25,Kroger Company,Vendor,Placed on Hold,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Nell,Chaddy,Sterricks,55-1041851,,csterrickshw@last.fm,Female,20,12,"Dispensing Solutions, Inc.",CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Ivory,Brian,Leipelt,53-1088734,,bleipelthx@last.fm,Female,4,22,SHISEIDO AMERICAS CORPORATION,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Kain,Ramsey,Giorgiutti,04-7328689,,rgiorgiuttihy@yale.edu,Male,23,5,Henry Schein Inc.,CTH to FTE,Placed on Hold,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Thurstan,Talbot,MacVean,15-2917968,,tmacveanhz@imgur.com,Male,19,2,STAT Rx USA LLC,PDAT,Offer Accepted,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Christina,Elias,Shier,11-9321101,,eshieri0@yahoo.com,Female,16,19,"Physicians Total Care, Inc.",PDAT,Offer Accepted,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Nat,Sascha,Bazylets,24-9387429,,sbazyletsi1@com.com,Male,8,20,JAFRA COSMETICS INTERNATIONAL,PDAT,Current Orderboard,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Adan,Leroi,Swannick,12-0448349,,lswannicki2@live.com,Male,20,23,"Mediceutical Laboratories, LTD",CTH to FTE,Joined,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Cozmo,Jerome,Tibalt,45-9942324,,jtibalti3@nationalgeographic.com,Male,16,24,"NATURE REPUBLIC CO., LTD.",Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Blanche,Jerrold,Parlott,86-9176484,,jparlotti4@com.com,Female,3,12,"Physicians Total Care, Inc.",Vendor,Current Orderboard,FY20 P3,Forensic,PROD STAFF,MS&P CIS,PaCS
Oliviero,Israel,Millichip,44-2401588,,imillichipi5@state.gov,Male,17,5,Industrias Lavin de Mexico S.A. de C.V.,CTH to FTE,Offer Accepted,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Kally,Lucio,Dressel,37-1519056,,ldresseli6@army.mil,Female,25,17,"Preferred Pharmaceuticals, Inc.",Vendor,Offer Accepted,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Blinnie,Rriocard,Casement,18-0027633,,rcasementi7@canalblog.com,Female,2,9,McKesson Contract Packaging,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Lin,Wylie,Joice,48-8225429,,wjoicei8@rakuten.co.jp,Male,25,24,HyVee Inc,PDAT,Placed on Hold,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Elli,Ben,Readwing,45-1403679,,breadwingi9@sphinn.com,Female,25,2,Kroger Company,Vendor,Joined,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Tine,Neall,Cooper,60-7972247,,ncooperia@squidoo.com,Female,12,19,"Nelco Laboratories, Inc.",Internal Mobility,Joined,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Rubia,Michele,Byram,57-9279934,,mbyramib@github.com,Female,13,18,St Marys Medical Park Pharmacy,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Ignacio,Yvon,Nesbitt,42-4069948,,ynesbittic@mail.ru,Male,9,6,H E B,Internal Mobility,Joined,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Annamaria,Ingrim,Brognot,98-3501768,,ibrognotid@nifty.com,Female,3,24,REMEDYREPACK INC.,Internal Mobility,Placed on Hold,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Norine,Gregorius,Tarbet,94-0965370,,gtarbetie@constantcontact.com,Female,10,11,"Nelco Laboratories, Inc.",CTH to FTE,Placed on Hold,FY20 P2,Forensic,PROD STAFF,MS&P CIS,AFES
Lanny,Sheff,Maw,12-9951119,,smawif@amazon.de,Female,2,12,"Nelco Laboratories, Inc.",PDAT,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,AFES
Nanci,Lind,Maciejak,99-5295494,,lmaciejakig@nytimes.com,Female,3,17,Purdue Products LP,Vendor,Offer Accepted,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Rafaela,Blane,Joust,66-2824552,,bjoustih@nps.gov,Female,1,20,"Native Remedies, LLC",CTH to FTE,Offer Accepted,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Sileas,Reggy,Cauldwell,91-9020585,,rcauldwellii@lulu.com,Female,24,10,"Aphena Pharma Solutions - Tennessee, LLC",Vendor,Placed on Hold,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Gilli,Raynor,Siflet,50-2225605,,rsifletij@mlb.com,Female,12,23,"Watson Laboratories, Inc.",Vendor,Placed on Hold,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Ondrea,Saunderson,Surr,68-0948390,,ssurrik@goo.gl,Female,7,20,L Perrigo Company,PDAT,Offer Accepted,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Mira,Ransom,Looby,02-6872401,,rloobyil@nymag.com,Female,22,12,"Sato Pharmaceutical Co., Ltd.",PDAT,Current Orderboard,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Jeannette,Morley,Whall,56-3666357,,mwhallim@taobao.com,Female,12,1,Rimmel Inc.,Internal Mobility,Placed on Hold,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Teena,Sammy,Dainton,08-6570983,,sdaintonin@gov.uk,Female,23,15,Major Pharmaceuticals,Vendor,Current Orderboard,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Milt,Eb,Geekie,77-6171530,,egeekieio@amazon.co.uk,Male,8,23,"Forest Laboratories, Inc.",Internal Mobility,Current Orderboard,FY20 P2,Forensic,PROD STAFF,MS&P CIS,ValueD
Devonna,Dionysus,Guntrip,74-3496751,,dguntripip@vk.com,Female,19,5,"HANLIM PHARM. CO., LTD.",PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Dave,Sumner,Vader,88-6778731,,svaderiq@squidoo.com,Male,17,7,Aurobindo Pharma Limited,Vendor,Offer Accepted,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Cahra,Haven,Pichan,73-7342263,,hpichanir@boston.com,Female,5,15,Stat Rx USA,CTH to FTE,Joined,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
De witt,Harvey,Dick,47-0495504,,hdickis@phpbb.com,Male,15,14,Kinray Inc.,PDAT,Offer Accepted,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Janeczka,Arman,Kinder,32-7034346,,akinderit@comcast.net,Female,9,6,Cardinal Health,Vendor,Placed on Hold,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Mano,Nicholas,Glazier,68-6296962,,nglazieriu@com.com,Male,2,17,"Silarx Pharmaceuticals, Inc",CTH to FTE,Joined,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Theo,Jedd,Tunny,23-6992610,,jtunnyiv@tamu.edu,Male,8,22,"ALK-Abello, Inc.",Internal Mobility,Placed on Hold,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Dorotea,Nico,Ullrich,10-2493016,,nullrichiw@aol.com,Female,18,13,Cadila Healthcare Limited,Vendor,Joined,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Howie,Lefty,Costy,06-7219973,,lcostyix@canalblog.com,Male,9,15,"Physicians Total Care, Inc.",PDAT,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Tannie,Gregor,Blanchflower,82-5153838,,gblanchfloweriy@unc.edu,Male,3,7,Avema Pharma Solutions,Internal Mobility,Joined,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Swen,Marlo,Cometto,67-6635821,,mcomettoiz@boston.com,Male,11,10,Revlon Consumer Products Corp,PDAT,Joined,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Dewey,Pooh,Fandrey,43-6814243,,pfandreyj0@unesco.org,Male,3,24,Ranbaxy Laboratories Inc.,CTH to FTE,Joined,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Nils,Alain,De Bernardi,13-5021812,,adebernardij1@fda.gov,Male,10,15,WAL-MART STORE INC,PDAT,Current Orderboard,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Reggis,Herb,Palser,52-1371187,,hpalserj2@privacy.gov.au,Male,12,1,"Alcon Laboratories, Inc.",CTH to FTE,Joined,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Amory,Mateo,Manske,78-9851832,,mmanskej3@lulu.com,Male,9,9,Mylan Institutional LLC,Vendor,Joined,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Elvis,Giusto,Garwood,14-0628663,,ggarwoodj4@cafepress.com,Male,13,21,Kroger Company,Internal Mobility,Offer Accepted,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Wheeler,Wit,Dulany,89-1069007,,wdulanyj5@tumblr.com,Male,2,25,"GRISI Hnos, S.A DE C.V",Vendor,Current Orderboard,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Aloisia,Norton,Collishaw,24-5691104,,ncollishawj6@businessweek.com,Female,5,6,"PD-Rx Pharmaceuticals, Inc.",PDAT,Offer Accepted,FY20 P1,National,PROD STAFF,MS&P CIS,ValueD
Ellie,Archibald,Faust,97-3502497,,afaustj7@slashdot.org,Female,8,16,Aidarex Pharmaceuticals LLC,Internal Mobility,Placed on Hold,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Olva,Corbet,Gurnett,44-3971264,,cgurnettj8@china.com.cn,Female,24,1,"Lupin Pharmaceuticals, Inc.",PDAT,Current Orderboard,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Scotty,Rustie,Allred,31-3308754,,rallredj9@hexun.com,Male,7,5,"Ningbo Dowland Daily Health Co., Ltd",Vendor,Placed on Hold,FY20 P6,National,PROD STAFF,MS&P CIS,AFES
Jyoti,Bevan,Haborn,81-5232383,,bhabornja@cyberchimps.com,Female,10,7,Walgreens,Internal Mobility,Placed on Hold,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Lindsey,Mattie,Kenson,21-0386093,,mkensonjb@scientificamerican.com,Male,5,25,Jubilant HollisterStier LLC,Internal Mobility,Joined,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
Randie,Ludvig,Fend,12-2068795,,lfendjc@omniture.com,Male,14,8,Heel Inc.,CTH to FTE,Placed on Hold,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Karlan,Davy,Bentje,03-2626743,,dbentjejd@phpbb.com,Male,7,23,Cox Health Home Support,Internal Mobility,Placed on Hold,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Lynda,Elmer,Stukings,43-0464076,,estukingsje@paginegialle.it,Female,7,15,Qualitest Pharmaceuticals,Internal Mobility,Placed on Hold,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Linc,Freddie,Toop,33-1563833,,ftoopjf@who.int,Male,20,16,American Health Packaging,Vendor,Current Orderboard,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Johnath,Jayson,Dipple,70-0779672,,jdipplejg@apache.org,Female,17,4,State of Florida DOH Central Pharmacy,Vendor,Offer Accepted,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Hillary,Welbie,Faust,91-5223208,,wfaustjh@ucsd.edu,Male,6,17,Mylan Institutional LLC,Vendor,Placed on Hold,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Winn,Burch,Wickins,88-8120998,,bwickinsji@vinaora.com,Male,17,10,"GREAT LAKES WHOLESALE, MARKETING, & SALES, INC.",Internal Mobility,Placed on Hold,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Rosalind,Zedekiah,Rilton,86-4163335,,zriltonjj@plala.or.jp,Female,3,11,REMEDYREPACK INC.,CTH to FTE,Current Orderboard,FY20 P4,Forensic,PROD STAFF,MS&P CIS,AFES
Clive,Conan,Delamar,22-5027155,,cdelamarjk@ihg.com,Male,13,21,Blaine Labs Inc.,Internal Mobility,Placed on Hold,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Noel,Lee,Challin,30-1626104,,lchallinjl@amazon.de,Female,20,1,"PD-Rx Pharmaceuticals, Inc.",Vendor,Offer Accepted,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Mathew,Jedediah,Renault,29-0968983,,jrenaultjm@usa.gov,Male,20,19,HOMEOLAB USA INC.,Internal Mobility,Placed on Hold,FY20 P4,Forensic,PROD STAFF,MS&P CIS,AFES
Caryn,Jessee,Witherby,28-6644770,,jwitherbyjn@webmd.com,Female,18,11,"Elizabeth Arden, Inc",Vendor,Current Orderboard,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Brandon,Wyn,McCleod,99-9839653,,wmccleodjo@ehow.com,Male,5,14,Sandoz Inc,Internal Mobility,Joined,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Weston,Thomas,Noorwood,01-7259992,,tnoorwoodjp@ifeng.com,Male,22,3,Wakefern Food Corp,CTH to FTE,Current Orderboard,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Gwen,Richardo,Warham,11-0180041,,rwarhamjq@e-recht24.de,Female,12,11,"Ingenus Pharmaceuticals, LLC",Vendor,Placed on Hold,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Anabal,Alejoa,Alleyn,89-9298227,,aalleynjr@sciencedirect.com,Female,23,22,Parfums Christian Dior,PDAT,Joined,FY20 P2,Forensic,PROD STAFF,MS&P CIS,ValueD
Brook,Harlan,Powrie,35-6412013,,hpowriejs@theguardian.com,Male,9,16,Ventura Corporation LTD,Vendor,Offer Accepted,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Jessalyn,Benedetto,Incogna,99-1525777,,bincognajt@redcross.org,Female,24,7,"Nelco Laboratories, Inc.",PDAT,Current Orderboard,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Genny,Berty,Mercik,50-5313926,,bmercikju@last.fm,Female,8,18,"Profesional Disposables International, Inc.",Internal Mobility,Placed on Hold,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Webb,Nickolaus,Wayne,40-4120529,,nwaynejv@skype.com,Male,13,6,Ventura Corporation LTD,PDAT,Placed on Hold,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Darrelle,Ricardo,Hagston,81-4936399,,rhagstonjw@cornell.edu,Female,22,1,Apotheca Company,Internal Mobility,Placed on Hold,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Jodie,Victor,McPeck,57-9230298,,vmcpeckjx@about.com,Female,16,17,"Ultradent Products, Inc.",Internal Mobility,Joined,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Norry,Stephen,Dorbin,11-5603544,,sdorbinjy@timesonline.co.uk,Female,15,5,Meijer Distribution Inc,PDAT,Offer Accepted,FY20 P3,Forensic,PROD STAFF,MS&P CIS,PaCS
Robers,Udale,Barrasse,75-9060220,,ubarrassejz@fotki.com,Male,10,14,"Aphena Pharma Solutions - Tennessee, LLC",CTH to FTE,Joined,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Kristin,Paton,Ambrogio,37-5331463,,pambrogiok0@slate.com,Female,16,4,Meijer Distribution Inc,Internal Mobility,Offer Accepted,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Cassondra,Adolf,Yggo,97-7974335,,ayggok1@pcworld.com,Female,11,7,Kroger Company,PDAT,Current Orderboard,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Chad,Haydon,Soppeth,16-1099260,,hsoppethk2@bing.com,Male,1,6,"Pernix Therapeutics, LLC",CTH to FTE,Joined,FY20 P4,Forensic,PROD STAFF,MS&P CIS,PaCS
Quintilla,Lovell,Station,86-9642834,,lstationk3@cpanel.net,Female,13,4,Validus Pharmaceuticals LLC,Vendor,Offer Accepted,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Lena,Brice,Beckworth,95-7452699,,bbeckworthk4@skyrock.com,Female,2,7,"Integrative Healing Institute, LLC",Internal Mobility,Current Orderboard,FY20 P5,Forensic,PROD STAFF,MS&P CIS,AFES
Thaddeus,Ryon,Waters,26-0550272,,rwatersk5@cmu.edu,Male,19,23,Wockhardt Limited,CTH to FTE,Placed on Hold,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Heidie,Weber,Riatt,24-5354806,,wriattk6@bloglovin.com,Female,8,22,Jubilant HollisterStier LLC,PDAT,Offer Accepted,FY20 P2,National,PROD STAFF,MS&P CIS,PaCS
Massimiliano,Oswald,Allpress,23-6564551,,oallpressk7@g.co,Male,5,18,Richmond Division of Wyeth,CTH to FTE,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,AFES
Mandy,Humphrey,Janatka,79-2324938,,hjanatkak8@tamu.edu,Female,21,22,"Deseret Biologicals, Inc.",Internal Mobility,Placed on Hold,FY20 P1,National,PROD STAFF,MS&P CIS,PaCS
Lynn,Courtney,Monck,18-8270580,,cmonckk9@slideshare.net,Male,12,22,"Lupin Pharmaceuticals, Inc.",Vendor,Offer Accepted,FY20 P3,National,PROD STAFF,MS&P CIS,ValueD
Quent,Valentin,Canizares,83-1747464,,vcanizareska@amazonaws.com,Male,11,25,Rebel Distributors Corp,PDAT,Placed on Hold,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Korey,Luis,Rolf,03-3012262,,lrolfkb@nifty.com,Male,12,14,Space Brands Limited,PDAT,Current Orderboard,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Demott,Mathew,Zorzoni,41-2058183,,mzorzonikc@taobao.com,Male,24,2,"Northwind Pharmaceuticals, LLC",PDAT,Placed on Hold,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Marylee,Sutherlan,Waterstone,52-7713083,,swaterstonekd@live.com,Female,23,19,Neutrogena Corporation,Internal Mobility,Offer Accepted,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Edna,Tybalt,Fleisch,75-2429592,,tfleischke@yahoo.co.jp,Female,5,11,American Health Packaging,PDAT,Current Orderboard,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Mikkel,Hal,Ratchford,73-7759356,,hratchfordkf@statcounter.com,Male,25,14,H E B,CTH to FTE,Placed on Hold,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Karlens,Kent,Durno,45-4200523,,kdurnokg@time.com,Male,20,4,Pfizer Laboratories Div Pfizer Inc,CTH to FTE,Offer Accepted,FY20 P2,Forensic,PROD STAFF,MS&P CIS,ValueD
Roderick,Milo,Hesse,73-1934840,,mhessekh@hc360.com,Male,24,19,"Nelco Laboratories, Inc.",CTH to FTE,Placed on Hold,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Denni,Arturo,Reilinger,63-2945702,,areilingerki@hhs.gov,Female,6,22,"Nelco Laboratories, Inc.",Internal Mobility,Joined,FY20 P4,Forensic,PROD STAFF,MS&P CIS,PaCS
Elizabeth,Rice,McGoogan,90-9301290,,rmcgoogankj@xing.com,Female,23,22,"Concept Laboratories, Inc.",Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Delmer,Jarrod,Mabbott,00-5412426,,jmabbottkk@nps.gov,Male,24,3,Kmart Corporation,Vendor,Current Orderboard,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Roxie,Derrek,Mailes,50-5882777,,dmaileskl@independent.co.uk,Female,3,16,"Amneal Pharmaceuticals of New York, LLC",Vendor,Joined,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Courtnay,Wylie,Braine,30-2928117,,wbrainekm@dot.gov,Male,18,12,Sun Pharmaceutical Industries Limited,PDAT,Offer Accepted,FY20 P6,National,PROD STAFF,MS&P CIS,PaCS
Dorthea,Gonzalo,Mardee,16-2370931,,gmardeekn@google.com.hk,Female,15,9,Filo America,PDAT,Joined,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Hazel,Xymenes,Poulton,04-0819091,,xpoultonko@unicef.org,Female,10,8,Natureteq Inc.,CTH to FTE,Current Orderboard,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Karlee,Dunstan,Ipsly,32-1315491,,dipslykp@woothemes.com,Female,22,10,Cardinal Health,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Whit,Stern,Lehmann,04-2293324,,slehmannkq@odnoklassniki.ru,Male,23,23,"Hospira, Inc.",CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Corliss,Sandro,Cawte,25-9192556,,scawtekr@sciencedaily.com,Female,16,8,"Blenheim Pharmacal, Inc.",Internal Mobility,Joined,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Husein,Nahum,Farry,77-0650656,,nfarryks@dyndns.org,Male,23,3,Bayer HealthCare LLC,CTH to FTE,Offer Accepted,FY20 P1,Forensic,PROD STAFF,MS&P CIS,ValueD
Leah,Eddy,Bramwell,17-7704285,,ebramwellkt@disqus.com,Female,14,23,HEB,CTH to FTE,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,AFES
Harlin,Milton,Makiver,08-6841350,,mmakiverku@storify.com,Male,20,23,Legacy Pharmaceutical Packaging,PDAT,Offer Accepted,FY20 P5,National,PROD STAFF,MS&P CIS,PaCS
Sanford,Levi,Blazevic,82-9186140,,lblazevickv@tinypic.com,Male,12,21,REMEDYREPACK INC.,CTH to FTE,Offer Accepted,FY20 P2,National,PROD STAFF,MS&P CIS,ValueD
Stern,Kurtis,Gong,75-1752494,,kgongkw@istockphoto.com,Male,23,3,Infirst Healthcare,PDAT,Current Orderboard,FY20 P6,Forensic,PROD STAFF,MS&P CIS,PaCS
Evan,Christie,Denholm,80-1154376,,cdenholmkx@vk.com,Male,6,9,Rebel Distributors Corp,Vendor,Offer Accepted,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Bridget,Thaddus,Wilkisson,36-9913893,,twilkissonky@altervista.org,Female,7,8,CHANEL PARFUMS BEAUTE,Internal Mobility,Joined,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
Minda,Shalom,Sirey,09-3851670,,ssireykz@wisc.edu,Female,13,25,REMEDYREPACK INC.,Internal Mobility,Offer Accepted,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Ellerey,Darrell,Harriot,75-1531039,,dharriotl0@ustream.tv,Male,13,22,"Physicians Total Care, Inc.",CTH to FTE,Joined,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Amos,Nealy,Igonet,28-7264260,,nigonetl1@facebook.com,Male,4,2,Bedford Laboratories,Internal Mobility,Placed on Hold,FY20 P3,National,PROD STAFF,MS&P CIS,AFES
Brendis,Timothee,Caig,24-8900522,,tcaigl2@cocolog-nifty.com,Male,9,14,"Betco Corporation, Ltd.",PDAT,Offer Accepted,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Hazlett,Thedrick,Sewell,50-0078592,,tsewelll3@examiner.com,Male,16,25,Bonne Bell LLC,PDAT,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Maurise,Holt,Drinkall,26-7846965,,hdrinkalll4@indiatimes.com,Female,19,14,Allied International Corp,Internal Mobility,Offer Accepted,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Fee,Rad,Foulks,31-7659255,,rfoulksl5@prweb.com,Male,24,23,Amneal Pharmaceuticals,Internal Mobility,Current Orderboard,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Oliy,Ebenezer,Shenfisch,35-4312046,,eshenfischl6@netlog.com,Female,23,4,McKesson Medical-Surgical Inc.,Vendor,Offer Accepted,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Nevin,Otho,Whewell,34-9041622,,owhewelll7@google.ca,Male,5,9,"Altura Pharmaceuticals, Inc.",Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Kellie,Denney,Sermin,14-2117012,,dserminl8@comsenz.com,Female,21,14,Merck Sharp & Dohme Corp.,CTH to FTE,Offer Accepted,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Gwenny,Teodor,Ekins,74-2492662,,tekinsl9@netlog.com,Female,6,1,United Exchange Corp.,Vendor,Offer Accepted,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Dell,Denney,Ladbury,56-4175814,,dladburyla@shutterfly.com,Male,23,10,Aidarex Pharmaceuticals LLC,Internal Mobility,Joined,FY20 P4,Forensic,PROD STAFF,MS&P CIS,AFES
