firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,marketSubBusinessLine,competency,subCompetency
Cal,Milli,Giacubbo,888-59-6460,391-49-2492,mgiacubbois@washingtonpost.com,Male,20,2,Mauv,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P LRA,TrueView
Waylen,Mahala,Dongate,306-09-0571,603-02-0303,mdongateit@google.cn,Male,17,14,Fuscia,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Martita,Luce,Kettlestringe,618-44-7584,236-40-0523,lkettlestringeiu@google.de,Female,15,19,Mauv,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Cordell,Eleen,McGirr,334-75-1641,535-36-7435,emcgirriv@mayoclinic.com,Male,13,7,Khaki,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Davey,Kaye,Stonman,715-90-5443,898-17-4841,kstonmaniw@nhs.uk,Male,12,17,Pink,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Allan,Amandie,Block,406-67-7716,670-26-5754,ablockix@nytimes.com,Male,8,11,Yellow,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Elroy,Dotty,Threadgall,600-66-5694,462-68-6164,dthreadgalliy@princeton.edu,Male,10,20,Violet,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Leanna,Wren,Leith,179-75-9524,505-20-5791,wleithiz@wp.com,Female,20,18,Pink,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P LRA,TrueView
Eliot,Doreen,Durnin,510-63-4868,482-09-3948,ddurninj0@google.com.au,Male,15,14,Red,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Willow,Lorena,Jaffra,253-88-0723,151-60-4679,ljaffraj1@toplist.cz,Female,12,6,Orange,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Loydie,Adria,Machel,601-14-7558,481-93-4557,amachelj2@boston.com,Male,9,5,Puce,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Suki,Barbaraanne,Cridlan,461-81-6881,584-96-9841,bcridlanj3@discovery.com,Female,1,18,Teal,Referral,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Flossi,Dita,Barrowclough,538-30-6200,557-17-8544,dbarrowcloughj4@discuz.net,Female,1,4,Blue,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Eleonora,Rozanna,Michelle,787-61-3104,267-79-6990,rmichellej5@noaa.gov,Female,4,10,Aquamarine,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Worth,Benita,Yetman,281-95-5313,375-15-6782,byetmanj6@sogou.com,Male,6,8,Pink,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Ruthanne,Maryann,Limeburner,885-60-9999,219-65-2193,mlimeburnerj7@printfriendly.com,Female,4,4,Pink,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Boyce,Pammy,Cromar,568-76-8296,552-66-5929,pcromarj8@yahoo.com,Male,3,11,Orange,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Agace,Orella,Edmund,694-77-2039,414-35-7566,oedmundj9@dailymotion.com,Female,13,9,Crimson,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Jacqueline,Terri,Tollow,326-09-6178,470-61-0026,ttollowja@163.com,Female,1,7,Turquoise,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Terrijo,Tabina,Bedward,631-05-3023,664-98-6958,tbedwardjb@google.pl,Female,15,14,Turquoise,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Roxi,Mia,Baldetti,425-68-6257,273-84-1985,mbaldettijc@parallels.com,Female,11,9,Aquamarine,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Melany,Bird,Rulten,711-51-7854,373-77-2914,brultenjd@altervista.org,Female,15,11,Fuscia,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Bunni,Miof mela,Wissby,609-59-4255,313-15-6678,mwissbyje@canalblog.com,Female,18,12,Blue,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,AFES
Sherman,Luella,Lacrouts,173-26-3653,159-71-4178,llacroutsjf@jalbum.net,Male,16,5,Crimson,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Druci,Leanor,Scurrah,286-29-6432,357-42-6090,lscurrahjg@aboutads.info,Female,16,8,Violet,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Harriot,Dela,Yellowlee,311-11-0706,241-03-4520,dyellowleejh@ed.gov,Female,17,7,Mauv,Referral,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Kalle,Christel,Woolforde,151-75-0846,503-40-9910,cwoolfordeji@biglobe.ne.jp,Male,7,6,Blue,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Ema,Iris,Gallehawk,715-93-8424,486-74-5120,igallehawkjj@shinystat.com,Female,15,10,Maroon,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Esme,Suzanne,Capnor,411-07-4714,597-95-1653,scapnorjk@skyrock.com,Female,7,20,Teal,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Paolina,Fidela,Keely,705-07-7724,146-34-3419,fkeelyjl@reddit.com,Female,7,18,Mauv,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Kimball,Enrika,Farnish,776-12-7174,378-48-4720,efarnishjm@t.co,Male,7,15,Khaki,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Giacomo,Monique,Fines,308-06-2193,474-29-1011,mfinesjn@wordpress.org,Male,18,6,Crimson,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Shoshanna,Else,Witheford,604-63-1884,629-70-0735,ewithefordjo@acquirethisname.com,Female,7,7,Teal,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Winonah,Mariette,Collinwood,224-73-6236,894-69-8008,mcollinwoodjp@discovery.com,Female,17,8,Red,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Gabrila,Angela,Folca,403-55-0047,717-59-8557,afolcajq@umich.edu,Female,15,15,Teal,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Joseito,Thomasina,Odlin,511-54-0108,844-11-7456,todlinjr@thetimes.co.uk,Male,20,17,Fuscia,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Daisey,Minnnie,Thynne,651-03-1975,681-01-1217,mthynnejs@oaic.gov.au,Female,3,11,Blue,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Ellerey,Melisa,Rangle,777-65-5503,604-67-3250,mranglejt@deliciousdays.com,Male,13,9,Goldenrod,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Melonie,Wini,Filippo,712-51-7164,396-45-2541,wfilippoju@reference.com,Female,10,6,Purple,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Grete,Catriona,Fidock,178-36-3437,737-73-4998,cfidockjv@storify.com,Female,11,2,Fuscia,Referral,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Louis,Jesselyn,Marsters,869-90-9327,399-63-4776,jmarstersjw@addthis.com,Male,7,20,Mauv,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Morty,Remy,Mehaffey,179-47-0621,590-44-7183,rmehaffeyjx@e-recht24.de,Male,5,9,Purple,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Suzi,Ophelie,Lewsam,142-61-3776,379-20-6614,olewsamjy@netscape.com,Female,16,19,Fuscia,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Drucill,Sari,Poyntz,283-98-2759,628-26-0477,spoyntzjz@oracle.com,Female,12,19,Maroon,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Amelia,Caria,Ridolfi,326-27-2598,881-91-7765,cridolfik0@cyberchimps.com,Female,17,10,Yellow,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,D3,SQL DBA
Flin,Marin,Davidovich,197-48-5152,103-69-5151,mdavidovichk1@networkadvertising.org,Male,14,2,Indigo,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,AFES
Carlie,Benetta,Gentreau,424-81-8788,415-89-3571,bgentreauk2@tumblr.com,Female,18,20,Green,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Manuel,Jemimah,Shutt,350-75-7257,417-79-8458,jshuttk3@goo.gl,Male,12,20,Indigo,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Louisette,Melania,Chrismas,469-42-4059,342-34-1432,mchrismask4@zimbio.com,Female,1,18,Khaki,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Briano,Zahara,Wanden,294-61-2558,480-13-4774,zwandenk5@about.com,Male,16,12,Teal,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Homer,Shannah,Gisbye,748-84-1879,411-19-8709,sgisbyek6@so-net.ne.jp,Male,9,7,Turquoise,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Nonnah,Beverley,Boobyer,187-15-1822,544-43-7106,bboobyerk7@timesonline.co.uk,Female,15,12,Mauv,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Leonhard,Jacqueline,McElory,876-53-2107,336-22-1305,jmceloryk8@example.com,Male,2,20,Indigo,CTH to FTE,Joined,FY20 P1,National,PROD STAFF,MS&P LRA,TrueView
Lucian,Kelcey,Vayro,139-56-6397,475-16-0255,kvayrok9@mit.edu,Male,16,9,Khaki,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,MS&P CIS,AFES
Ally,Devora,Breckell,168-78-1191,420-87-5793,dbreckellka@wordpress.org,Female,8,11,Purple,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Larry,Lacee,Pittendreigh,750-02-2853,229-71-3889,lpittendreighkb@mozilla.com,Male,5,1,Maroon,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Torry,Farrand,Bracknall,522-48-1190,709-59-7787,fbracknallkc@trellian.com,Male,15,5,Orange,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Frieda,Erinna,Scherer,436-20-5502,337-56-4908,eschererkd@macromedia.com,Female,7,2,Violet,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Darryl,Rosmunda,Gallelli,179-88-2062,548-86-6321,rgallellike@ameblo.jp,Female,5,10,Teal,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Brit,Ambur,Kellegher,774-65-7193,841-96-2816,akellegherkf@cisco.com,Male,16,5,Indigo,PDAT,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Kalvin,Jandy,Doldon,786-02-5130,561-23-5075,jdoldonkg@sina.com.cn,Male,18,11,Purple,Vendor,Joined,FY20 P1,National,PROD STAFF,MS&P,Client Support
Brianne,Kathie,Kenlin,787-13-1174,218-73-3871,kkenlinkh@sbwire.com,Female,2,12,Red,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Armand,Kayla,Serrier,510-35-3685,371-38-3181,kserrierki@cloudflare.com,Male,9,13,Aquamarine,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Gerda,Jessy,Winward,421-42-9904,479-25-0843,jwinwardkj@topsy.com,Female,14,10,Fuscia,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Annemarie,Charmion,McGahey,623-28-6971,772-35-6854,cmcgaheykk@technorati.com,Female,20,12,Turquoise,Referral,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Felic,Kaela,Druery,600-68-0872,721-36-2645,kdruerykl@un.org,Male,2,1,Goldenrod,Vendor,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Ashlen,Cassondra,Lerigo,753-21-6492,550-65-3296,clerigokm@ezinearticles.com,Female,17,18,Fuscia,PDAT,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Asher,Marthena,Huegett,542-66-2555,517-43-1202,mhuegettkn@artisteer.com,Male,4,10,Maroon,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Gene,Jessi,Najara,861-68-0813,456-73-8701,jnajarako@wufoo.com,Female,13,14,Pink,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Michel,Ginnifer,McBayne,854-85-3854,200-81-9156,gmcbaynekp@mashable.com,Female,4,6,Green,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Petunia,Coraline,Blakeslee,212-82-5079,444-86-6617,cblakesleekq@skyrock.com,Female,8,9,Goldenrod,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,D3,SQL DBA
Leola,Steffie,Lodwick,398-84-5734,631-51-6879,slodwickkr@blogspot.com,Female,11,10,Pink,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Anatole,Consolata,McNiff,203-45-5881,563-50-9870,cmcniffks@intel.com,Male,2,8,Red,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,Securitization,Financial Technology
Linn,Kenna,Digginson,112-75-7807,757-84-0259,kdigginsonkt@weebly.com,Male,15,6,Green,CTH to FTE,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Paulina,Rachel,Jest,327-08-1565,602-37-7898,rjestku@behance.net,Female,9,6,Teal,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Rees,Garland,Casiroli,523-67-0800,342-11-8146,gcasirolikv@nasa.gov,Male,17,10,Violet,Net Sourcing,Joined,FY20 P1,National,PROD STAFF,D3,SQL DBA
Ajay,Beverlee,Taft,400-26-3424,752-79-5413,btaftkw@gnu.org,Female,2,12,Turquoise,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Bradford,Ivette,Norcliffe,400-26-4265,143-96-2494,inorcliffekx@discovery.com,Male,7,20,Violet,CTH to FTE,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Chandal,Marcella,Bance,462-40-5766,587-69-4459,mbanceky@wordpress.org,Female,18,15,Indigo,Internal Mobility,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Nesta,Kellie,Leuty,470-63-2570,153-70-2559,kleutykz@dagondesign.com,Female,17,10,Turquoise,Referral,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
Dael,Fenelia,Cortin,194-78-1514,402-15-5176,fcortinl0@mapquest.com,Female,6,5,Yellow,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
Vonny,Nicol,McElwee,389-01-7800,722-06-3246,nmcelweel1@reverbnation.com,Female,19,10,Purple,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Charmane,Cindy,Filov,565-91-6037,386-64-5260,cfilovl2@ezinearticles.com,Female,2,13,Pink,Referral,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Rodrick,Alena,Ainge,342-56-1540,178-05-1201,aaingel3@java.com,Male,1,11,Violet,Vendor,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Odette,Babb,Crotch,533-59-4626,349-50-0797,bcrotchl4@bigcartel.com,Female,11,20,Mauv,Referral,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Lucy,Lorrayne,Callow,871-70-7714,182-69-9765,lcallowl5@cyberchimps.com,Female,10,14,Goldenrod,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Ryann,Miriam,Volk,106-06-5138,243-55-5446,mvolkl6@wp.com,Female,11,17,Turquoise,Net Sourcing,Joined,FY20 P1,National,PROD STAFF,MS&P ACTT,Prod Staff
Berne,Oralee,Angove,516-97-5454,772-69-6870,oangovel7@chron.com,Male,19,10,Purple,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Franky,Elita,Titley,834-62-9324,670-96-1955,etitleyl8@yolasite.com,Female,16,3,Teal,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Hilary,Cecilia,Januszkiewicz,355-41-2754,835-07-0304,cjanuszkiewiczl9@psu.edu,Female,9,10,Mauv,PDAT,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Bryn,Ardeen,Bumpas,343-80-1444,524-29-7761,abumpasla@nhs.uk,Female,19,17,Mauv,PDAT,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Welbie,Clara,Swannie,554-99-1256,259-29-4102,cswannielb@lulu.com,Male,19,4,Maroon,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Jean,Kirbie,Canada,849-08-3469,886-26-8545,kcanadalc@ebay.co.uk,Female,2,13,Puce,Internal Mobility,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Percival,Nerty,Boule,136-97-2326,104-43-0717,nbouleld@creativecommons.org,Male,17,15,Red,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Perice,Vonnie,Passion,897-18-7370,636-45-2198,vpassionle@seesaa.net,Male,12,7,Aquamarine,CTH to FTE,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Page,Alys,Margram,831-08-6145,539-13-7800,amargramlf@canalblog.com,Male,12,1,Maroon,Referral,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Sofie,Modestine,De Vaar,783-73-9599,344-69-5271,mdevaarlg@timesonline.co.uk,Female,18,14,Red,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Alanna,Deerdre,Yoseloff,109-11-8243,444-51-2774,dyoselofflh@globo.com,Female,16,1,Pink,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,MS&P,Client Support
Cosimo,Diann,Huey,190-79-5779,372-75-6180,dhueyli@baidu.com,Male,14,17,Violet,Referral,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Lotta,Chelsae,Delahunty,634-75-1730,461-29-4969,cdelahuntylj@psu.edu,Female,4,9,Maroon,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Dianemarie,Sheri,Kinnoch,116-22-6424,295-41-7795,skinnochlk@cornell.edu,Female,16,3,Goldenrod,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Elroy,Dre,Favel,878-50-4637,355-24-1207,dfavelll@behance.net,Male,15,20,Mauv,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Gaynor,Fancy,Aylin,583-24-3675,684-56-4052,faylinlm@tamu.edu,Female,17,1,Maroon,PDAT,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Maye,Ida,Guyer,123-80-6636,655-36-1834,iguyerln@pen.io,Female,11,17,Turquoise,Referral,Joined,FY20 P1,Forensic,PROD STAFF,Securitization,Financial Technology
Rici,Ardine,Dalton,685-28-5221,696-55-4918,adaltonlo@chicagotribune.com,Female,2,8,Purple,Internal Mobility,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
Mora,Nelli,Clendening,224-72-2945,720-69-9140,nclendeninglp@imgur.com,Female,14,20,Pink,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Blair,Emmalynn,Minger,730-90-3994,790-45-2648,emingerlq@i2i.jp,Male,14,14,Red,Vendor,Joined,FY20 P1,National,PROD STAFF,MS&P LRA,TrueView
Roberto,Tobey,Mourant,153-21-0346,483-57-8786,tmourantlr@wiley.com,Male,13,11,Orange,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Juanita,Carline,Hearsum,636-85-7067,813-13-0190,chearsumls@scribd.com,Female,20,3,Violet,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Bear,Lynnette,Pozer,723-23-4377,447-22-6189,lpozerlt@netvibes.com,Male,17,7,Teal,Referral,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Tammi,Kimberlyn,Eger,487-83-5330,227-14-3037,kegerlu@ox.ac.uk,Female,3,5,Purple,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Madonna,Tara,Kubis,218-72-1086,387-20-4049,tkubislv@tumblr.com,Female,15,16,Pink,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Allyce,Sophia,Barhams,628-54-7153,675-64-8935,sbarhamslw@sina.com.cn,Female,20,7,Red,Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Atlante,Asia,Trase,464-79-2458,848-37-3573,atraselx@yelp.com,Female,10,13,Yellow,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Del,Dalenna,Armour,773-72-8742,284-56-0362,darmourly@mac.com,Male,2,2,Teal,Referral,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
Ernestus,Clementine,O'Hone,614-15-7986,184-18-9917,cohonelz@alibaba.com,Male,18,4,Yellow,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Wilfrid,Marion,Coper,647-18-6540,504-95-2321,mcoperm0@yandex.ru,Male,11,9,Crimson,Internal Mobility,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Theodore,Joanna,Oboy,435-38-4369,455-34-6895,joboym1@adobe.com,Male,8,7,Teal,PDAT,Joined,FY20 P1,National,PROD STAFF,Securitization,Financial Technology
Gwyneth,Merrili,Gleaves,298-15-4863,741-54-1263,mgleavesm2@pcworld.com,Female,12,8,Orange,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Sara-ann,Glen,Loftin,464-46-5925,616-04-3000,gloftinm3@storify.com,Female,14,10,Maroon,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Mariele,Kassi,Blaase,582-18-4112,282-12-2516,kblaasem4@china.com.cn,Female,11,4,Indigo,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Fan,Ginny,Maybey,310-02-5527,449-36-2306,gmaybeym5@amazonaws.com,Female,6,8,Indigo,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Rollie,Lacy,Sherel,633-42-1807,875-74-5198,lsherelm6@cargocollective.com,Male,1,14,Indigo,Vendor,Joined,FY20 P1,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Andrew,Moyra,Erangey,358-47-8995,747-34-8800,merangeym7@slideshare.net,Male,8,17,Orange,Referral,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Milton,Brinna,Sima,633-45-0469,655-09-5880,bsimam8@imdb.com,Male,20,4,Crimson,PDAT,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Kristen,Fredi,Boram,522-41-8160,314-86-9582,fboramm9@vinaora.com,Female,13,3,Mauv,Referral,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Felecia,Conny,Curme,126-47-6693,482-39-8489,ccurmema@eepurl.com,Female,7,7,Orange,Vendor,Joined,FY20 P1,National,PROD STAFF,Controllership,Accounting Technology
Teddy,Penny,Highton,157-94-4512,620-32-6227,phightonmb@blogs.com,Female,10,11,Mauv,CTH to FTE,Joined,FY20 P1,Forensic,PROD STAFF,Controllership,Accounting Technology
Ahmed,Norina,Cleveley,550-52-8868,419-35-3304,ncleveleymc@latimes.com,Male,18,15,Orange,Internal Mobility,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Peggy,Camile,Ida,108-93-6686,166-93-5591,cidamd@plala.or.jp,Female,13,5,Khaki,CTH to FTE,Joined,FY20 P1,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Kendre,Reggie,Anthona,726-81-1838,750-80-4997,ranthoname@freewebs.com,Female,4,19,Goldenrod,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Wallis,Heida,Coggeshall,588-69-7028,253-53-0451,hcoggeshallmf@123-reg.co.uk,Female,2,18,Purple,Net Sourcing,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Manfred,Sena,Comar,113-22-5800,728-39-1391,scomarmg@mail.ru,Male,12,15,Aquamarine,Net Sourcing,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P,Client Support
Dyane,Harriott,La Vigne,741-72-6746,325-21-3806,hlavignemh@networkadvertising.org,Female,18,11,Puce,Internal Mobility,Joined,FY20 P1,Forensic,PROD STAFF,MS&P,Client Support
Hagan,Lorelle,Kitchenham,676-46-4299,828-50-5843,lkitchenhammi@mashable.com,Male,7,4,Red,Net Sourcing,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Mahala,Bessie,Hanhard,385-30-0419,815-29-5977,bhanhardmj@networkadvertising.org,Female,11,18,Violet,Net Sourcing,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
